farm_id,field_id,region,latitude,longitude,elevation,soil_type,soil_ph,organic_matter_percent,nitrogen_content,phosphorus_content,potassium_content,avg_temperature,annual_rainfall,humidity_percent,solar_radiation,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_amount_kg_ha,irrigation_method,irrigation_frequency_days,tillage_type,seed_rate_kg_ha,pest_pressure,disease_pressure,pesticide_used,yield_per_hectare,cost_per_hectare,revenue_per_hectare,profit_per_hectare,water_usage_mm,carbon_footprint_kg_co2,pH_soil_ph,OrganicMatter_organic_matter_percent,Nitrogen_nitrogen_content,Phosphorus_phosphorus_content,Potassium_potassium_content,Rainfall_annual_rainfall,Temperature_avg_temperature,Yield_yield_per_hectare,Profit_profit_per_hectare,WaterUsage_water_usage_mm,CarbonFootprint_carbon_footprint_kg_co2,planting_month,planting_season,growing_days,growing_period_category,profit_margin,profit_margin_category,cost_efficiency,cost_efficiency_category,water_efficiency,water_efficiency_category,carbon_efficiency,carbon_efficiency_category,sustainable_practices_count,sustainability_level,elevation_category,humidity_category,solar_radiation_category
FARM_01737,FIELD_FARM_01737_3,Southwest,30.5865,-120.013484,132.6,Sandy_Loam,6.01,3.38,33.2,38.1,221.1,19.2,352.9,41.5,28.2,Lettuce,Lettuce_Standard,2023-02-12,2023-05-21,NPK_Balanced,94.6,Drip_Irrigation,1,Minimum_Till,2.0,Low,Medium,Yes,19.67,1025.43,21123.11,20097.69,2593.7,547.8,Neutral,Medium,Medium,Medium,High,Low,Moderate,High,VeryHigh,nan,Medium,2,Winter,98,Medium,95.1455065092214,High,0.019182196736978633,VeryHigh,0.007583760650807727,Low,0.03590726542533772,High,1,Medium,Lowland,Dry,VeryHigh
FARM_01738,FIELD_FARM_01738_1,Great_Plains,37.67268,-100.464998,1178.4,Clayey_Loam,6.17,3.17,28.6,68.2,267.8,13.0,536.2,47.3,15.5,Wheat,Durum_Wheat,2023-10-14,2024-01-15,Phosphorus_High,118.6,Sprinkler,6,Reduced_Till,105.0,Low,Medium,Yes,5.69,1184.81,1569.66,384.85,545.2,392.8,Neutral,Medium,Medium,High,High,Medium,Cool,Medium,Medium,High,Medium,10,Fall,93,Medium,24.518048494578444,Medium,0.004802457778040362,High,0.010436537050623624,Low,0.014485743380855398,Medium,0,Low,Mountain,Dry,Low
FARM_01739,FIELD_FARM_01739_1,Northeast,45.000654,-72.797204,1042.4,Clayey_Loam,6.58,5.49,52.7,57.9,129.5,6.6,1269.7,44.7,29.9,Peas,Peas_Standard,2023-05-19,2023-08-29,Urea,234.8,Rainfall_Only,0,Conventional_Till,59.4,Low,Low,No,2.89,976.12,772.19,-203.93,0.0,553.4,Neutral,High,High,High,Medium,High,Cool,Medium,Low,Low,Medium,5,Spring,102,Medium,-26.409303409782563,Loss,0.0029607015530877354,Medium,0.0,None,0.0052222623780267445,Low,1,Medium,Mountain,Dry,VeryHigh
FARM_01740,FIELD_FARM_01740_2,Northeast,40.055854,-66.045127,99.5,Clayey_Loam,7.09,2.71,23.3,51.4,234.2,7.6,1268.9,71.8,18.3,Wheat,Winter_Wheat,2023-09-22,2024-01-28,Nitrogen_High,136.7,Subsurface_Drip,9,Deep_Till,133.9,Medium,Low,No,4.98,1407.3,1253.37,-153.93,254.5,646.1,Alkaline,Medium,Medium,High,High,High,Cool,Medium,Medium,Medium,High,9,Fall,128,Long,-12.281289643122143,Loss,0.0035386911106373912,Medium,0.01956777996070727,Medium,0.007707785172573906,Low,1,Medium,Lowland,Humid,Moderate
FARM_01741,FIELD_FARM_01741_4,Northeast,41.868957,-75.612769,1002.0,Sandy_Loam,6.78,2.56,18.2,43.4,291.1,10.5,880.1,82.5,26.7,Potatoes,Fingerling,2023-03-20,2023-08-03,Nitrogen_High,161.1,Rainfall_Only,0,Deep_Till,2825.1,Medium,Low,Yes,33.45,7950.26,9968.79,2018.53,0.0,504.1,Neutral,Medium,Low,Medium,High,High,Cool,VeryHigh,High,Low,Medium,3,Spring,136,Long,20.248495554625986,Medium,0.004207409568995228,Medium,0.0,None,0.06635588176949019,VeryHigh,0,Low,Mountain,Humid,VeryHigh
FARM_01742,FIELD_FARM_01742_5,Midwest,45.277634,-103.833514,1180.9,Silt,7.17,3.59,33.3,37.8,273.2,11.8,1003.9,62.6,16.0,Beans,Beans_Standard,2023-04-26,2023-08-20,NPK_Balanced,158.6,Rainfall_Only,0,Minimum_Till,58.2,Medium,Medium,Yes,2.8,876.95,917.84,40.89,0.0,382.5,Alkaline,Medium,Medium,Medium,High,High,Cool,Medium,Medium,Low,Medium,4,Spring,116,Medium,4.455024840930881,Low,0.003192884428986829,Medium,0.0,None,0.007320261437908497,Low,0,Low,Mountain,Moderate,Low
FARM_01743,FIELD_FARM_01743_4,Midwest,41.916937,-81.316848,1332.2,Loam,6.49,2.84,27.2,34.8,275.3,8.5,1034.7,67.5,27.1,Carrots,Carrots_Standard,2023-04-11,2023-07-24,Urea,187.2,Rainfall_Only,0,Strip_Till,3.0,Low,Low,Yes,48.66,984.6,19081.62,18097.02,0.0,519.1,Neutral,Medium,Medium,Medium,High,High,Cool,VeryHigh,VeryHigh,Low,Medium,4,Spring,104,Medium,94.840060749559,High,0.049421084704448504,VeryHigh,0.0,None,0.09373916393758427,VeryHigh,0,Low,Mountain,Moderate,VeryHigh
FARM_01744,FIELD_FARM_01744_1,Great_Plains,43.301392,-95.728442,1392.1,Sandy,6.92,2.17,18.6,77.1,125.1,11.8,677.6,53.9,19.9,Carrots,Carrots_Standard,2023-04-25,2023-07-25,No_Fertilizer,0.0,Drip_Irrigation,2,Strip_Till,2.5,Low,Medium,Yes,25.13,1057.98,8574.02,7516.05,1301.5,242.8,Neutral,Medium,Low,High,Medium,Medium,Cool,VeryHigh,VeryHigh,nan,Low,4,Spring,91,Medium,87.66074723408622,High,0.02375281196241895,VeryHigh,0.019308490203611216,Medium,0.10350082372322898,VeryHigh,1,Medium,Mountain,Moderate,Moderate
FARM_01745,FIELD_FARM_01745_1,Great_Plains,42.416332,-100.955861,182.1,Loam,6.52,3.53,34.4,16.0,293.1,10.4,660.8,62.2,26.4,Soybeans,Maturity_Group_3,2023-05-06,2023-08-15,Phosphorus_High,121.1,Drip_Irrigation,1,Minimum_Till,71.8,Medium,Low,Yes,3.47,1174.39,1276.21,101.82,2308.3,410.9,Neutral,Medium,Medium,Low,High,Medium,Cool,Medium,Medium,nan,Medium,5,Spring,101,Medium,7.978310779573894,Low,0.0029547254319263615,Medium,0.00150327080535459,None,0.008444877099050865,Medium,1,Medium,Lowland,Moderate,VeryHigh
FARM_01746,FIELD_FARM_01746_4,California_Central_Valley,38.465916,-118.244286,268.2,Sandy,6.55,0.96,17.7,70.8,253.6,16.8,431.5,58.6,19.0,Potatoes,Russet,2023-03-12,2023-06-25,Potassium_High,95.5,Rainfall_Only,0,No_Till,2767.0,Low,Low,No,29.56,7501.43,10989.29,3487.86,0.0,225.6,Neutral,Low,Low,High,High,Medium,Moderate,VeryHigh,High,Low,Low,3,Spring,105,Medium,31.73872015389529,High,0.003940581995699487,Medium,0.0,None,0.13102836879432625,VeryHigh,2,High,Rolling,Moderate,Moderate
FARM_01747,FIELD_FARM_01747_5,California_Central_Valley,38.408409,-119.128387,1475.7,Clayey_Loam,6.37,3.19,28.1,29.2,112.9,17.1,282.7,61.9,17.6,Beans,Beans_Standard,2023-04-16,2023-08-18,Phosphorus_High,71.9,Micro_Sprinkler,12,Deep_Till,49.7,Low,Low,No,3.01,1137.37,982.23,-155.14,228.7,490.8,Neutral,Medium,Medium,Medium,Medium,Low,Moderate,Medium,Medium,Medium,Medium,4,Spring,124,Long,-15.79467130916384,Loss,0.002646456298302224,Medium,0.013161346742457367,Low,0.00613284433577832,Low,2,High,Mountain,Moderate,Low
FARM_01748,FIELD_FARM_01748_5,Southeast,25.951294,-95.677958,488.6,Sandy_Loam,6.73,3.03,30.9,14.5,59.5,16.3,1029.2,58.2,16.1,Carrots,Carrots_Standard,2023-03-03,2023-07-03,NPK_Balanced,98.9,Subsurface_Drip,9,Conventional_Till,2.9,Low,Low,No,51.36,917.02,21038.79,20121.77,260.3,480.6,Neutral,Medium,Medium,Low,Low,High,Moderate,VeryHigh,VeryHigh,Medium,Medium,3,Spring,122,Long,95.64128925665402,High,0.05600750256264858,VeryHigh,0.19731079523626582,High,0.10686641697877652,VeryHigh,1,Medium,Rolling,Moderate,Low
FARM_01749,FIELD_FARM_01749_1,Northeast,44.325489,-67.011572,100.3,Clay,6.6,5.73,50.7,43.3,113.6,6.3,879.7,41.2,27.4,Peas,Peas_Standard,2023-03-20,2023-07-28,No_Fertilizer,0.0,Subsurface_Drip,5,Reduced_Till,54.0,High,High,Yes,1.15,1058.64,340.82,-717.82,399.4,221.9,Neutral,High,High,Medium,Medium,High,Cool,Low,Low,Medium,Low,3,Spring,130,Long,-210.61557420339184,nan,0.0010862994030076322,Low,0.0028793189784677015,None,0.005182514646237043,Low,0,Low,Lowland,Dry,VeryHigh
FARM_01750,FIELD_FARM_01750_5,Great_Plains,47.586595,-97.448115,1473.9,Clay,6.17,3.73,39.5,33.6,191.7,13.8,340.0,48.6,22.2,Wheat,Winter_Wheat,2023-10-11,2024-03-05,Urea,235.1,Sprinkler,5,Deep_Till,142.9,High,Medium,Yes,2.87,1485.76,713.05,-772.7,770.0,843.6,Neutral,Medium,Medium,Medium,Medium,Low,Cool,Medium,Low,High,High,10,Fall,146,Long,-108.36547226702196,nan,0.0019316713331897482,Low,0.0037272727272727275,None,0.003402086296823139,Low,0,Low,Mountain,Dry,High
FARM_01751,FIELD_FARM_01751_5,Pacific_Northwest,42.278669,-112.058366,1187.7,Loam,7.45,3.16,30.2,21.2,99.0,11.4,1716.7,55.4,20.6,Soybeans,Maturity_Group_2,2023-05-06,2023-10-03,Organic_Compost,1950.0,Rainfall_Only,0,Minimum_Till,57.5,Low,Low,No,3.09,1192.27,1161.09,-31.18,0.0,183.8,Alkaline,Medium,Medium,Low,Low,High,Cool,Medium,Medium,Low,Low,5,Spring,150,Long,-2.6854076772687736,Loss,0.0025916948342237915,Medium,0.0,None,0.016811751904243742,High,2,High,Mountain,Moderate,Moderate
FARM_01752,FIELD_FARM_01752_2,Midwest,45.284253,-99.440835,722.7,Loam,7.41,2.72,18.4,74.8,185.0,9.4,1138.9,74.9,27.5,Peas,Peas_Standard,2023-04-19,2023-08-04,Nitrogen_High,172.5,Subsurface_Drip,5,No_Till,56.1,Medium,Low,No,1.35,1042.68,450.13,-592.55,437.1,535.7,Alkaline,Medium,Low,High,Medium,High,Cool,Low,Low,High,Medium,4,Spring,107,Medium,-131.63974851709506,nan,0.0012947404764644954,Low,0.003088538091969801,None,0.002520067201792048,Low,2,High,Highland,Humid,VeryHigh
FARM_01753,FIELD_FARM_01753_2,Pacific_Northwest,48.20873,-117.482433,1480.2,Sandy_Loam,6.73,3.32,32.7,51.7,184.6,9.2,1830.8,56.1,29.0,Peas,Peas_Standard,2023-03-10,2023-06-14,Nitrogen_High,141.0,Rainfall_Only,0,Strip_Till,46.3,Low,High,Yes,1.22,983.19,421.93,-561.26,0.0,452.3,Neutral,Medium,Medium,High,Medium,High,Cool,Low,Low,Low,Medium,3,Spring,96,Medium,-133.02206527149053,nan,0.0012408588370508243,Low,0.0,None,0.0026973247844351094,Low,0,Low,Mountain,Moderate,VeryHigh
FARM_01754,FIELD_FARM_01754_3,Southwest,28.189684,-117.462504,972.6,Sandy,6.05,0.85,8.7,48.3,216.1,21.3,302.7,81.3,21.6,Tomatoes,Indeterminate,2023-03-05,2023-07-26,NPK_Balanced,105.2,Micro_Sprinkler,12,Strip_Till,0.6,Medium,Low,No,36.15,885.36,23710.68,22825.32,211.4,454.7,Neutral,Low,Low,Medium,High,Low,Moderate,VeryHigh,VeryHigh,Medium,Medium,3,Spring,143,Long,96.26598646685797,High,0.040830848468419625,VeryHigh,0.17100283822138126,High,0.07950296899054321,VeryHigh,2,High,Highland,Humid,Moderate
FARM_01755,FIELD_FARM_01755_4,California_Central_Valley,38.365492,-119.475118,1168.6,Silt,7.23,2.04,25.4,22.4,220.6,16.0,258.8,63.3,20.0,Wheat,Spring_Wheat,2023-09-09,2024-01-15,No_Fertilizer,0.0,Drip_Irrigation,2,Deep_Till,108.2,Low,Low,No,4.11,1239.77,884.06,-355.71,906.2,314.7,Alkaline,Medium,Medium,Low,High,Low,Moderate,Medium,Low,High,Medium,9,Fall,128,Long,-40.2359568355089,Loss,0.0033151310323689073,Medium,0.004535422644007946,None,0.013060057197330792,Medium,2,High,Mountain,Moderate,Moderate
FARM_01756,FIELD_FARM_01756_1,Southwest,33.30168,-121.671707,199.0,Clayey_Loam,6.68,4.92,46.1,73.2,104.4,21.6,462.1,72.7,29.8,Tomatoes,Cherry,2023-03-16,2023-08-08,Phosphorus_High,75.3,Subsurface_Drip,5,Strip_Till,0.6,Low,High,Yes,60.55,915.56,44642.9,43727.34,409.0,329.5,Neutral,High,High,High,Medium,Medium,Moderate,VeryHigh,VeryHigh,High,Medium,3,Spring,145,Long,97.94914756881832,High,0.0661343876971471,VeryHigh,0.14804400977995108,High,0.18376327769347495,VeryHigh,0,Low,Lowland,Humid,VeryHigh
FARM_01757,FIELD_FARM_01757_5,Pacific_Northwest,47.152146,-119.832633,1179.9,Silt,6.24,3.33,38.4,51.9,158.9,12.5,813.7,56.2,23.5,Soybeans,Maturity_Group_3,2023-05-27,2023-09-20,Phosphorus_High,90.6,Rainfall_Only,0,Deep_Till,57.5,Medium,Medium,Yes,3.06,1091.54,1413.41,321.87,0.0,374.0,Neutral,Medium,Medium,High,Medium,High,Cool,Medium,Medium,Low,Medium,5,Spring,116,Medium,22.77258544937421,Medium,0.0028033787126445207,Medium,0.0,None,0.008181818181818182,Medium,0,Low,Mountain,Moderate,High
FARM_01758,FIELD_FARM_01758_3,Midwest,44.782066,-92.749482,212.8,Silt,7.14,2.59,19.0,27.2,239.8,9.0,1009.9,64.6,23.2,Carrots,Carrots_Standard,2023-04-24,2023-08-17,NPK_Balanced,103.6,Subsurface_Drip,8,Strip_Till,3.5,Medium,Low,No,30.08,843.75,15519.55,14675.8,235.1,503.5,Alkaline,Medium,Low,Medium,High,High,Cool,VeryHigh,VeryHigh,Medium,Medium,4,Spring,115,Medium,94.56330885882645,High,0.03565037037037037,VeryHigh,0.12794555508294342,High,0.05974180734856008,VeryHigh,1,Medium,Rolling,Moderate,High
FARM_01759,FIELD_FARM_01759_2,Southwest,32.533122,-105.713714,1100.1,Clayey_Loam,7.04,4.21,35.0,34.9,232.9,21.3,467.3,47.1,26.8,Cotton,Cotton_Standard,2023-04-14,2023-08-15,NPK_Balanced,157.2,Drip_Irrigation,1,Conventional_Till,16.6,Medium,High,Yes,1.86,1146.87,2858.16,1711.29,2328.2,626.6,Alkaline,High,Medium,Medium,High,Medium,Moderate,Low,High,nan,High,4,Spring,123,Long,59.87383491477034,High,0.0016218054356640249,Low,0.0007989004381066919,None,0.002968400893712097,Low,1,Medium,Mountain,Dry,VeryHigh
FARM_01760,FIELD_FARM_01760_5,Northeast,42.765806,-67.499957,735.6,Silt,6.68,3.05,33.6,64.4,146.8,10.1,854.8,77.4,24.1,Beans,Beans_Standard,2023-05-27,2023-08-31,No_Fertilizer,0.0,Rainfall_Only,0,Minimum_Till,50.6,Low,High,Yes,1.9,743.14,632.08,-111.06,0.0,152.4,Neutral,Medium,Medium,High,Medium,High,Cool,Low,Medium,Low,Low,5,Spring,96,Medium,-17.57056068852044,Loss,0.0025567187878461663,Medium,0.0,None,0.012467191601049867,Medium,0,Low,Highland,Humid,High
FARM_01761,FIELD_FARM_01761_4,Pacific_Northwest,48.08348,-123.763546,1421.0,Sandy,5.93,0.89,8.0,55.5,74.4,10.3,2455.4,52.2,29.5,Potatoes,Red,2023-04-01,2023-08-13,Nitrogen_High,191.4,Rainfall_Only,0,Deep_Till,2864.7,High,Medium,No,15.6,7939.89,5261.86,-2678.03,0.0,515.6,Neutral,Low,Low,High,Low,High,Cool,High,Low,Low,Medium,4,Spring,134,Long,-50.89512073677369,Loss,0.0019647627360076777,Low,0.0,None,0.03025601241272304,High,1,Medium,Mountain,Moderate,VeryHigh
FARM_01762,FIELD_FARM_01762_2,California_Central_Valley,36.375834,-121.082134,755.0,Clay,6.26,5.77,42.1,42.9,242.6,17.0,335.1,71.5,29.3,Wheat,Winter_Wheat,2023-11-02,2024-03-14,Urea,183.0,Sprinkler,6,No_Till,106.9,High,Low,Yes,3.48,1257.45,833.69,-423.76,480.2,548.5,Neutral,High,High,Medium,High,Low,Moderate,Medium,Low,High,Medium,11,Fall,133,Long,-50.82944499754105,Loss,0.0027675056662292735,Medium,0.00724698042482299,Low,0.00634457611668186,Low,1,Medium,Highland,Humid,VeryHigh
FARM_01763,FIELD_FARM_01763_1,California_Central_Valley,36.202391,-121.440483,1327.1,Clay,6.87,2.75,31.2,50.9,62.6,16.6,220.7,47.7,24.9,Soybeans,Maturity_Group_4,2023-05-08,2023-09-04,Organic_Compost,2434.1,Micro_Sprinkler,7,Reduced_Till,63.1,Low,Medium,Yes,2.01,1632.88,955.31,-677.57,319.4,263.1,Neutral,Medium,Medium,High,Low,Low,Moderate,Low,Low,Medium,Low,5,Spring,119,Medium,-70.92671488836085,Loss,0.00123095389740826,Low,0.006293049467752035,Low,0.007639680729760546,Low,2,High,Mountain,Dry,High
FARM_01764,FIELD_FARM_01764_5,Southeast,33.761832,-89.085232,1396.2,Loam,6.02,3.98,31.5,49.7,87.7,20.9,1576.2,69.5,25.6,Beans,Beans_Standard,2023-05-24,2023-08-22,No_Fertilizer,0.0,Rainfall_Only,0,Strip_Till,51.4,Low,Medium,Yes,2.86,842.41,924.52,82.11,0.0,150.0,Neutral,Medium,Medium,Medium,Low,High,Moderate,Medium,Medium,Low,Low,5,Spring,90,Short,8.881365465322547,Low,0.0033950214266212416,Medium,0.0,None,0.019066666666666666,High,0,Low,Mountain,Moderate,High
FARM_01765,FIELD_FARM_01765_3,Pacific_Northwest,44.227384,-118.25814,479.9,Sandy_Loam,6.41,2.2,18.2,26.4,278.0,10.2,1761.0,75.4,15.3,Potatoes,Fingerling,2023-03-11,2023-08-07,Nitrogen_High,183.5,Rainfall_Only,0,No_Till,2458.4,Medium,Low,No,32.09,6973.47,8130.63,1157.16,0.0,472.9,Neutral,Medium,Low,Medium,High,High,Cool,VeryHigh,High,Low,Medium,3,Spring,149,Long,14.232107475066508,Medium,0.004601726256798983,High,0.0,None,0.06785789807570312,VeryHigh,2,High,Rolling,Humid,Low
FARM_01766,FIELD_FARM_01766_1,Southeast,35.776546,-103.274072,321.9,Loam,6.09,2.58,24.1,62.3,50.2,16.5,1270.1,53.4,20.4,Beans,Beans_Standard,2023-05-17,2023-09-10,Phosphorus_High,84.8,Subsurface_Drip,13,Deep_Till,57.7,Medium,Low,Yes,2.83,1366.78,753.37,-613.41,147.9,621.7,Neutral,Medium,Medium,High,Low,High,Moderate,Medium,Low,Low,High,5,Spring,116,Medium,-81.4221431700227,Loss,0.0020705600023412695,Low,0.019134550371872887,Medium,0.004552034743445391,Low,0,Low,Rolling,Moderate,Moderate
FARM_01767,FIELD_FARM_01767_5,California_Central_Valley,38.093242,-121.380314,227.5,Sandy_Loam,6.8,3.18,30.9,69.2,209.7,18.1,203.5,82.3,26.9,Carrots,Carrots_Standard,2023-03-18,2023-07-22,Nitrogen_High,150.2,Drip_Irrigation,1,Deep_Till,3.0,Low,Low,No,36.89,1057.67,17960.17,16902.5,1840.4,563.2,Neutral,Medium,Medium,High,High,Low,Moderate,VeryHigh,VeryHigh,nan,Medium,3,Spring,126,Long,94.11102456157153,High,0.03487855380222565,VeryHigh,0.020044555531406216,Medium,0.06550071022727272,VeryHigh,2,High,Rolling,Humid,VeryHigh
FARM_01768,FIELD_FARM_01768_5,Northeast,45.260517,-76.229171,1047.8,Clay,6.45,5.03,53.9,31.4,295.0,7.3,780.8,43.5,18.2,Corn,Flint_Corn,2023-04-02,2023-08-21,NPK_Balanced,131.5,Subsurface_Drip,13,Strip_Till,22.3,Low,Low,No,11.89,928.68,1959.23,1030.55,162.0,465.1,Neutral,High,High,Medium,High,Medium,Cool,High,High,Low,Medium,4,Spring,141,Long,52.599745818510335,High,0.012803118404617307,High,0.07339506172839506,High,0.025564394753816385,High,1,Medium,Mountain,Dry,Moderate
FARM_01769,FIELD_FARM_01769_5,Pacific_Northwest,45.580926,-111.023138,659.6,Sandy,6.56,1.2,9.0,60.4,232.0,12.5,1452.0,50.5,27.6,Lettuce,Lettuce_Standard,2023-04-27,2023-08-07,No_Fertilizer,0.0,Subsurface_Drip,5,Reduced_Till,2.4,Low,Low,No,17.42,853.63,22054.25,21200.62,455.0,247.7,Neutral,Low,Low,High,High,High,Cool,High,VeryHigh,High,Low,4,Spring,102,Medium,96.12940816395931,High,0.02040696789006947,VeryHigh,0.03828571428571429,Medium,0.07032700847799758,VeryHigh,1,Medium,Highland,Moderate,VeryHigh
FARM_01770,FIELD_FARM_01770_5,California_Central_Valley,35.785815,-119.67393,62.3,Sandy_Loam,6.46,2.67,34.0,70.7,295.3,17.6,472.9,61.7,15.7,Lettuce,Lettuce_Standard,2023-04-28,2023-08-04,Nitrogen_High,155.1,Drip_Irrigation,2,Minimum_Till,2.2,Medium,Low,Yes,25.01,1067.91,26973.36,25905.45,767.2,443.3,Neutral,Medium,Medium,High,High,Medium,Moderate,VeryHigh,VeryHigh,High,Medium,4,Spring,98,Medium,96.04087143759621,High,0.02341957655607682,VeryHigh,0.03259906152241919,Medium,0.05641777577261448,VeryHigh,1,Medium,Lowland,Moderate,Low
FARM_01771,FIELD_FARM_01771_5,Great_Plains,45.61179,-99.417595,799.3,Sandy_Loam,6.73,2.29,32.7,38.3,149.0,12.0,312.8,58.8,27.4,Carrots,Carrots_Standard,2023-04-01,2023-08-29,Organic_Compost,2480.9,Drip_Irrigation,2,Conventional_Till,2.7,Medium,Medium,No,35.86,1597.42,16676.51,15079.08,1361.2,394.1,Neutral,Medium,Medium,Medium,Medium,Low,Cool,VeryHigh,VeryHigh,nan,Medium,4,Spring,150,Long,90.4210773117397,High,0.022448698526373777,VeryHigh,0.026344401998236847,Medium,0.09099213397614818,VeryHigh,3,VeryHigh,Highland,Moderate,VeryHigh
FARM_01772,FIELD_FARM_01772_1,Southwest,26.370307,-122.603007,37.3,Clay,7.28,3.57,30.7,69.2,121.2,23.3,509.5,46.9,25.8,Wheat,Durum_Wheat,2023-09-07,2023-12-23,Urea,226.9,Rainfall_Only,0,Conventional_Till,127.0,Medium,Medium,Yes,5.39,1358.3,1121.49,-236.81,0.0,628.4,Alkaline,Medium,Medium,High,Medium,Medium,Moderate,Medium,Low,Low,High,9,Fall,107,Medium,-21.11565863271184,Loss,0.003968195538540823,Medium,0.0,None,0.00857733927434755,Medium,0,Low,Lowland,Dry,High
FARM_01773,FIELD_FARM_01773_4,Southwest,29.711434,-119.377377,103.6,Clay,6.63,3.9,34.7,52.8,125.0,19.6,399.1,66.7,23.5,Corn,Sweet_Corn,2023-03-13,2023-08-01,Nitrogen_High,137.5,Drip_Irrigation,1,Strip_Till,29.6,Low,Low,No,8.82,1004.19,1984.74,980.56,1870.1,578.0,Neutral,Medium,Medium,High,Medium,Low,Moderate,High,High,nan,Medium,3,Spring,141,Long,49.40495984360672,High,0.008783198398709408,High,0.004716325330196247,None,0.015259515570934256,Medium,2,High,Lowland,Moderate,High
FARM_01774,FIELD_FARM_01774_4,Midwest,48.601789,-87.408976,1129.5,Clay,6.94,5.05,39.0,57.9,95.6,12.0,1175.4,44.6,24.8,Soybeans,Maturity_Group_4,2023-06-26,2023-10-03,Organic_Compost,1568.1,Subsurface_Drip,12,Minimum_Till,63.3,High,Low,Yes,2.48,1600.86,1452.62,-148.24,203.1,277.6,Neutral,High,Medium,High,Low,High,Cool,Low,Medium,Medium,Low,6,Summer,99,Medium,-10.20500888050557,Loss,0.0015491673225641218,Low,0.012210733628754309,Low,0.00893371757925072,Medium,1,Medium,Mountain,Dry,High
FARM_01775,FIELD_FARM_01775_1,Pacific_Northwest,45.234526,-114.552431,1004.7,Loam,6.67,4.62,43.3,16.9,249.6,11.0,507.2,76.7,26.4,Corn,Dent_Corn,2023-04-07,2023-08-25,Nitrogen_High,170.0,Rainfall_Only,0,No_Till,23.1,Low,High,Yes,8.25,969.19,1835.6,866.41,0.0,362.4,Neutral,High,High,Low,High,Medium,Cool,High,High,Low,Medium,4,Spring,140,Long,47.20037045107867,High,0.008512262817404224,High,0.0,None,0.022764900662251657,High,1,Medium,Mountain,Humid,VeryHigh
FARM_01776,FIELD_FARM_01776_4,Great_Plains,37.5516,-97.324858,61.1,Sandy,6.88,2.44,31.2,72.1,254.0,13.8,722.8,60.8,19.8,Carrots,Carrots_Standard,2023-03-16,2023-07-19,Phosphorus_High,111.9,Subsurface_Drip,9,Conventional_Till,2.5,Medium,Medium,Yes,36.83,1235.35,12479.95,11244.6,257.4,404.4,Neutral,Medium,Medium,High,High,Medium,Cool,VeryHigh,VeryHigh,Medium,Medium,3,Spring,125,Long,90.1013225213242,High,0.029813413202736068,VeryHigh,0.1430846930846931,High,0.09107319485657765,VeryHigh,0,Low,Lowland,Moderate,Moderate
FARM_01777,FIELD_FARM_01777_3,Southwest,30.522708,-96.098674,1391.2,Clay,6.64,5.46,44.6,49.5,211.8,18.9,511.1,85.0,17.3,Soybeans,Maturity_Group_4,2023-05-18,2023-09-09,Phosphorus_High,117.5,Sprinkler,4,No_Till,59.4,Medium,Medium,Yes,3.75,1109.3,2024.11,914.81,832.6,307.7,Neutral,High,High,Medium,High,Medium,Moderate,Medium,High,High,Medium,5,Spring,114,Medium,45.19566624343538,High,0.0033805102316776347,Medium,0.0045039634878693245,None,0.012187195320116997,Medium,1,Medium,Mountain,Humid,Low
FARM_01778,FIELD_FARM_01778_3,Midwest,47.584016,-84.569969,1103.5,Silt,7.61,4.47,38.9,11.8,154.8,10.6,1134.8,82.2,28.6,Beans,Beans_Standard,2023-03-11,2023-06-12,Organic_Compost,2488.2,Rainfall_Only,0,Reduced_Till,53.8,Medium,Low,Yes,2.5,1497.39,658.73,-838.66,0.0,239.0,Alkaline,High,Medium,Low,Medium,High,Cool,Low,Low,Low,Low,3,Spring,93,Medium,-127.31468128064608,nan,0.0016695717214620105,Low,0.0,None,0.010460251046025104,Medium,1,Medium,Mountain,Humid,VeryHigh
FARM_01779,FIELD_FARM_01779_1,Northeast,44.573424,-75.384565,1241.2,Sandy_Loam,6.62,3.31,32.1,58.4,95.2,10.3,1089.2,49.7,25.0,Potatoes,Red,2023-03-25,2023-06-30,Potassium_High,152.2,Rainfall_Only,0,Minimum_Till,2810.2,High,Low,Yes,31.1,7774.24,11510.35,3736.12,0.0,251.2,Neutral,Medium,Medium,High,Low,High,Cool,VeryHigh,High,Low,Low,3,Spring,97,Medium,32.458787091617545,High,0.0040003910350079235,Medium,0.0,None,0.12380573248407645,VeryHigh,0,Low,Mountain,Dry,High
FARM_01780,FIELD_FARM_01780_3,Northeast,42.539709,-71.559177,1223.3,Clay,7.3,5.7,56.0,59.8,111.1,9.5,1117.9,53.0,21.0,Peas,Peas_Standard,2023-05-07,2023-09-28,Nitrogen_High,188.1,Rainfall_Only,0,No_Till,57.0,Low,High,Yes,1.64,988.54,409.41,-579.13,0.0,435.2,Alkaline,High,High,High,Medium,High,Cool,Low,Low,Low,Medium,5,Spring,144,Long,-141.45477638553038,nan,0.0016590122807372488,Low,0.0,None,0.0037683823529411765,Low,1,Medium,Mountain,Moderate,Moderate
