support,itemsets
0.0984,"['tillage_type_Minimum_Till', 'planting_season_Spring', 'disease_pressure_Low']"
0.1042,"['planting_season_Spring', 'disease_pressure_Low', 'tillage_type_No_Till']"
0.1016,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'disease_pressure_Low']"
0.0946,"['planting_season_Spring', 'disease_pressure_Low', 'tillage_type_Strip_Till']"
0.143,"['yield_category_High', 'planting_season_Spring', 'disease_pressure_Low']"
0.1464,"['yield_category_Low', 'planting_season_Spring', 'disease_pressure_Low']"
0.1436,"['yield_category_Medium', 'planting_season_Spring', 'disease_pressure_Low']"
0.1658,"['planting_season_Spring', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0602,"['soil_ph_category_Alkaline', 'profit_category_High', 'disease_pressure_Low']"
0.0902,"['soil_ph_category_Neutral', 'profit_category_High', 'disease_pressure_Low']"
0.0756,"['yield_category_High', 'profit_category_High', 'disease_pressure_Low']"
0.0558,"['soil_ph_category_Alkaline', 'profit_category_Low', 'disease_pressure_Low']"
0.0866,"['profit_category_Low', 'disease_pressure_Low', 'soil_ph_category_Neutral']"
0.1102,"['yield_category_Low', 'profit_category_Low', 'disease_pressure_Low']"
0.0592,"['soil_ph_category_Alkaline', 'disease_pressure_Low', 'profit_category_Medium']"
0.0856,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'profit_category_Medium']"
0.0802,"['yield_category_Medium', 'disease_pressure_Low', 'profit_category_Medium']"
0.0654,"['profit_category_VeryHigh', 'soil_ph_category_Alkaline', 'disease_pressure_Low']"
0.095,"['profit_category_VeryHigh', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.1172,"['profit_category_VeryHigh', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0514,"['soil_ph_category_Neutral', 'region_Great_Plains', 'disease_pressure_Low']"
0.0542,"['region_Midwest', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.052,"['region_Northeast', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0528,"['region_Pacific_Northwest', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0504,"['region_Southeast', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.057,"['yield_category_High', 'soil_ph_category_Alkaline', 'disease_pressure_Low']"
0.0566,"['yield_category_Low', 'soil_ph_category_Alkaline', 'disease_pressure_Low']"
0.0614,"['yield_category_Medium', 'soil_ph_category_Alkaline', 'disease_pressure_Low']"
0.0656,"['soil_ph_category_Alkaline', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0572,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'soil_type_Clay']"
0.0628,"['soil_type_Clayey_Loam', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0624,"['soil_type_Loam', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.057,"['soil_type_Sandy', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0554,"['soil_type_Sandy_Loam', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0626,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'soil_type_Silt']"
0.0568,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'tillage_type_Conventional_Till']"
0.062,"['tillage_type_Deep_Till', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.061,"['tillage_type_Minimum_Till', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.062,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'tillage_type_No_Till']"
0.0618,"['tillage_type_Reduced_Till', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0538,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'tillage_type_Strip_Till']"
0.0858,"['yield_category_High', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0894,"['yield_category_Low', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.082,"['yield_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.1002,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.052,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'disease_pressure_Medium']"
0.0518,"['planting_season_Spring', 'irrigation_method_Rainfall_Only', 'disease_pressure_Medium']"
0.0506,"['planting_season_Spring', 'disease_pressure_Medium', 'irrigation_method_Sprinkler']"
0.0626,"['organic_matter_percent_category_High', 'disease_pressure_Medium', 'nitrogen_content_category_High']"
0.0516,"['disease_pressure_Medium', 'organic_matter_percent_category_Low', 'nitrogen_content_category_High']"
0.0692,"['organic_matter_percent_category_Medium', 'disease_pressure_Medium', 'nitrogen_content_category_High']"
0.0994,"['pest_pressure_Low', 'disease_pressure_Medium', 'nitrogen_content_category_High']"
0.1834,"['planting_season_Spring', 'disease_pressure_Medium', 'nitrogen_content_category_High']"
0.0714,"['soil_ph_category_Alkaline', 'disease_pressure_Medium', 'nitrogen_content_category_High']"
0.112,"['soil_ph_category_Neutral', 'disease_pressure_Medium', 'nitrogen_content_category_High']"
0.0646,"['planting_season_Spring', 'disease_pressure_Medium', 'nitrogen_content_category_Medium']"
0.0548,"['pest_pressure_Low', 'organic_matter_percent_category_High', 'disease_pressure_Medium']"
0.104,"['planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Medium']"
0.0654,"['organic_matter_percent_category_High', 'disease_pressure_Medium', 'soil_ph_category_Neutral']"
0.0816,"['planting_season_Spring', 'disease_pressure_Medium', 'organic_matter_percent_category_Low']"
0.053,"['pest_pressure_Low', 'organic_matter_percent_category_Medium', 'disease_pressure_Medium']"
0.1094,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'disease_pressure_Medium']"
0.07,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Medium']"
0.0572,"['planting_season_Spring', 'pest_pressure_High', 'disease_pressure_Medium']"
0.1544,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Medium']"
0.058,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'disease_pressure_Medium']"
0.0964,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'disease_pressure_Medium']"
0.0834,"['planting_season_Spring', 'pest_pressure_Medium', 'disease_pressure_Medium']"
0.0748,"['planting_season_Spring', 'disease_pressure_Medium', 'profit_category_High']"
0.0738,"['planting_season_Spring', 'profit_category_Low', 'disease_pressure_Medium']"
0.0776,"['planting_season_Spring', 'disease_pressure_Medium', 'profit_category_Medium']"
0.0688,"['profit_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Medium']"
0.1122,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'disease_pressure_Medium']"
0.1824,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Medium']"
0.0508,"['soil_type_Loam', 'planting_season_Spring', 'disease_pressure_Medium']"
0.0502,"['planting_season_Spring', 'disease_pressure_Medium', 'soil_type_Sandy']"
0.0526,"['soil_type_Sandy_Loam', 'planting_season_Spring', 'disease_pressure_Medium']"
0.05,"['planting_season_Spring', 'disease_pressure_Medium', 'soil_type_Silt']"
0.054,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'disease_pressure_Medium']"
0.0734,"['yield_category_High', 'planting_season_Spring', 'disease_pressure_Medium']"
0.0728,"['yield_category_Low', 'planting_season_Spring', 'disease_pressure_Medium']"
0.0802,"['yield_category_Medium', 'planting_season_Spring', 'disease_pressure_Medium']"
0.0686,"['planting_season_Spring', 'disease_pressure_Medium', 'yield_category_VeryHigh']"
0.0542,"['yield_category_Low', 'profit_category_Low', 'disease_pressure_Medium']"
0.0816,"['planting_season_Spring', 'fertilizer_type_NPK_Balanced', 'nitrogen_content_category_High']"
0.0518,"['planting_season_Spring', 'fertilizer_type_NPK_Balanced', 'organic_matter_percent_category_Medium']"
0.066,"['pest_pressure_Low', 'planting_season_Spring', 'fertilizer_type_NPK_Balanced']"
0.0524,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'fertilizer_type_NPK_Balanced']"
0.0816,"['planting_season_Spring', 'fertilizer_type_NPK_Balanced', 'soil_ph_category_Neutral']"
0.0856,"['planting_season_Spring', 'fertilizer_type_Nitrogen_High', 'nitrogen_content_category_High']"
0.0528,"['fertilizer_type_Nitrogen_High', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0526,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'fertilizer_type_Nitrogen_High']"
0.0676,"['pest_pressure_Low', 'planting_season_Spring', 'fertilizer_type_Nitrogen_High']"
0.0528,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'fertilizer_type_Nitrogen_High']"
0.0868,"['planting_season_Spring', 'soil_ph_category_Neutral', 'fertilizer_type_Nitrogen_High']"
0.0934,"['fertilizer_type_No_Fertilizer', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0532,"['fertilizer_type_No_Fertilizer', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0538,"['planting_season_Spring', 'organic_matter_percent_category_High', 'fertilizer_type_No_Fertilizer']"
0.0522,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'fertilizer_type_No_Fertilizer']"
0.0716,"['pest_pressure_Low', 'planting_season_Spring', 'fertilizer_type_No_Fertilizer']"
0.0606,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'fertilizer_type_No_Fertilizer']"
0.0846,"['planting_season_Spring', 'soil_ph_category_Neutral', 'fertilizer_type_No_Fertilizer']"
0.0826,"['planting_season_Spring', 'fertilizer_type_Organic_Compost', 'nitrogen_content_category_High']"
0.0502,"['soil_ph_category_Neutral', 'fertilizer_type_Organic_Compost', 'nitrogen_content_category_High']"
0.0544,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'fertilizer_type_Organic_Compost']"
0.0686,"['pest_pressure_Low', 'planting_season_Spring', 'fertilizer_type_Organic_Compost']"
0.0526,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'fertilizer_type_Organic_Compost']"
0.0838,"['planting_season_Spring', 'soil_ph_category_Neutral', 'fertilizer_type_Organic_Compost']"
0.053,"['pest_pressure_Low', 'fertilizer_type_Phosphorus_High', 'nitrogen_content_category_High']"
0.0988,"['planting_season_Spring', 'fertilizer_type_Phosphorus_High', 'nitrogen_content_category_High']"
0.0634,"['fertilizer_type_Phosphorus_High', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.052,"['planting_season_Spring', 'fertilizer_type_Phosphorus_High', 'organic_matter_percent_category_High']"
0.056,"['planting_season_Spring', 'fertilizer_type_Phosphorus_High', 'organic_matter_percent_category_Medium']"
0.0784,"['pest_pressure_Low', 'planting_season_Spring', 'fertilizer_type_Phosphorus_High']"
0.0504,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'fertilizer_type_Phosphorus_High']"
0.0548,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'fertilizer_type_Phosphorus_High']"
0.0968,"['planting_season_Spring', 'soil_ph_category_Neutral', 'fertilizer_type_Phosphorus_High']"
0.0842,"['planting_season_Spring', 'fertilizer_type_Potassium_High', 'nitrogen_content_category_High']"
0.05,"['soil_ph_category_Neutral', 'fertilizer_type_Potassium_High', 'nitrogen_content_category_High']"
0.0508,"['planting_season_Spring', 'organic_matter_percent_category_High', 'fertilizer_type_Potassium_High']"
0.05,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'fertilizer_type_Potassium_High']"
0.0708,"['pest_pressure_Low', 'planting_season_Spring', 'fertilizer_type_Potassium_High']"
0.0558,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'fertilizer_type_Potassium_High']"
0.0822,"['planting_season_Spring', 'soil_ph_category_Neutral', 'fertilizer_type_Potassium_High']"
0.0502,"['pest_pressure_Low', 'fertilizer_type_Urea', 'nitrogen_content_category_High']"
0.0982,"['planting_season_Spring', 'fertilizer_type_Urea', 'nitrogen_content_category_High']"
0.057,"['fertilizer_type_Urea', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0568,"['planting_season_Spring', 'fertilizer_type_Urea', 'organic_matter_percent_category_High']"
0.0546,"['organic_matter_percent_category_Medium', 'fertilizer_type_Urea', 'planting_season_Spring']"
0.0778,"['pest_pressure_Low', 'planting_season_Spring', 'fertilizer_type_Urea']"
0.0654,"['soil_ph_category_Alkaline', 'fertilizer_type_Urea', 'planting_season_Spring']"
0.0886,"['planting_season_Spring', 'fertilizer_type_Urea', 'soil_ph_category_Neutral']"
0.0596,"['pest_pressure_Low', 'irrigation_method_Drip_Irrigation', 'nitrogen_content_category_High']"
0.112,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'nitrogen_content_category_High']"
0.066,"['irrigation_method_Drip_Irrigation', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0606,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'organic_matter_percent_category_High']"
0.0622,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'organic_matter_percent_category_Medium']"
0.0866,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Drip_Irrigation']"
0.0536,"['pest_pressure_Low', 'irrigation_method_Drip_Irrigation', 'soil_ph_category_Neutral']"
0.0512,"['planting_season_Spring', 'pest_pressure_Medium', 'irrigation_method_Drip_Irrigation']"
0.0674,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'irrigation_method_Drip_Irrigation']"
0.1012,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'soil_ph_category_Neutral']"
0.098,"['planting_season_Spring', 'irrigation_method_Flood_Irrigation', 'nitrogen_content_category_High']"
0.0572,"['soil_ph_category_Neutral', 'irrigation_method_Flood_Irrigation', 'nitrogen_content_category_High']"
0.056,"['planting_season_Spring', 'organic_matter_percent_category_High', 'irrigation_method_Flood_Irrigation']"
0.0614,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'irrigation_method_Flood_Irrigation']"
0.0804,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Flood_Irrigation']"
0.067,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'irrigation_method_Flood_Irrigation']"
0.0948,"['planting_season_Spring', 'soil_ph_category_Neutral', 'irrigation_method_Flood_Irrigation']"
0.0534,"['pest_pressure_Low', 'irrigation_method_Micro_Sprinkler', 'nitrogen_content_category_High']"
0.1026,"['planting_season_Spring', 'irrigation_method_Micro_Sprinkler', 'nitrogen_content_category_High']"
0.0616,"['soil_ph_category_Neutral', 'irrigation_method_Micro_Sprinkler', 'nitrogen_content_category_High']"
0.0516,"['irrigation_method_Micro_Sprinkler', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0654,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'irrigation_method_Micro_Sprinkler']"
0.082,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Micro_Sprinkler']"
0.0654,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'irrigation_method_Micro_Sprinkler']"
0.099,"['planting_season_Spring', 'soil_ph_category_Neutral', 'irrigation_method_Micro_Sprinkler']"
0.058,"['pest_pressure_Low', 'irrigation_method_Rainfall_Only', 'nitrogen_content_category_High']"
0.1114,"['planting_season_Spring', 'irrigation_method_Rainfall_Only', 'nitrogen_content_category_High']"
0.0664,"['irrigation_method_Rainfall_Only', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.062,"['planting_season_Spring', 'irrigation_method_Rainfall_Only', 'organic_matter_percent_category_High']"
0.0662,"['planting_season_Spring', 'irrigation_method_Rainfall_Only', 'organic_matter_percent_category_Medium']"
0.0872,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Rainfall_Only']"
0.0524,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'irrigation_method_Rainfall_Only']"
0.053,"['planting_season_Spring', 'pest_pressure_Medium', 'irrigation_method_Rainfall_Only']"
0.0672,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'irrigation_method_Rainfall_Only']"
0.1044,"['planting_season_Spring', 'irrigation_method_Rainfall_Only', 'soil_ph_category_Neutral']"
0.0972,"['planting_season_Spring', 'irrigation_method_Sprinkler', 'nitrogen_content_category_High']"
0.061,"['soil_ph_category_Neutral', 'irrigation_method_Sprinkler', 'nitrogen_content_category_High']"
0.0622,"['planting_season_Spring', 'organic_matter_percent_category_High', 'irrigation_method_Sprinkler']"
0.0566,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'irrigation_method_Sprinkler']"
0.08,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Sprinkler']"
0.0612,"['soil_ph_category_Alkaline', 'irrigation_method_Sprinkler', 'planting_season_Spring']"
0.1014,"['planting_season_Spring', 'soil_ph_category_Neutral', 'irrigation_method_Sprinkler']"
0.0508,"['pest_pressure_Low', 'irrigation_method_Subsurface_Drip', 'nitrogen_content_category_High']"
0.1032,"['planting_season_Spring', 'irrigation_method_Subsurface_Drip', 'nitrogen_content_category_High']"
0.063,"['soil_ph_category_Neutral', 'irrigation_method_Subsurface_Drip', 'nitrogen_content_category_High']"
0.0644,"['planting_season_Spring', 'organic_matter_percent_category_High', 'irrigation_method_Subsurface_Drip']"
0.0598,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'irrigation_method_Subsurface_Drip']"
0.0846,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Subsurface_Drip']"
0.0508,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'irrigation_method_Subsurface_Drip']"
0.051,"['planting_season_Spring', 'pest_pressure_Medium', 'irrigation_method_Subsurface_Drip']"
0.0662,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'irrigation_method_Subsurface_Drip']"
0.1036,"['planting_season_Spring', 'soil_ph_category_Neutral', 'irrigation_method_Subsurface_Drip']"
0.1134,"['pest_pressure_Low', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.064,"['pest_pressure_Medium', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.2202,"['planting_season_Spring', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.0556,"['organic_matter_percent_category_High', 'profit_category_High', 'nitrogen_content_category_High']"
0.0578,"['profit_category_Medium', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.0588,"['profit_category_VeryHigh', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.0902,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.1298,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.0584,"['yield_category_Medium', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.065,"['yield_category_VeryHigh', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.087,"['pest_pressure_Low', 'organic_matter_percent_category_Low', 'nitrogen_content_category_High']"
0.1684,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'nitrogen_content_category_High']"
0.0694,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Low', 'nitrogen_content_category_High']"
0.099,"['soil_ph_category_Neutral', 'organic_matter_percent_category_Low', 'nitrogen_content_category_High']"
0.1174,"['pest_pressure_Low', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0712,"['organic_matter_percent_category_Medium', 'pest_pressure_Medium', 'nitrogen_content_category_High']"
0.2358,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0596,"['organic_matter_percent_category_Medium', 'profit_category_High', 'nitrogen_content_category_High']"
0.061,"['organic_matter_percent_category_Medium', 'profit_category_Low', 'nitrogen_content_category_High']"
0.0536,"['profit_category_Medium', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0616,"['profit_category_VeryHigh', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0892,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.1464,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.057,"['yield_category_High', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0576,"['yield_category_Low', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0568,"['yield_category_Medium', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0644,"['yield_category_VeryHigh', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.123,"['planting_season_Spring', 'pest_pressure_High', 'nitrogen_content_category_High']"
0.076,"['soil_ph_category_Neutral', 'pest_pressure_High', 'nitrogen_content_category_High']"
0.3178,"['pest_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0796,"['pest_pressure_Low', 'profit_category_High', 'nitrogen_content_category_High']"
0.0776,"['pest_pressure_Low', 'profit_category_Low', 'nitrogen_content_category_High']"
0.0788,"['pest_pressure_Low', 'profit_category_Medium', 'nitrogen_content_category_High']"
0.0818,"['profit_category_VeryHigh', 'pest_pressure_Low', 'nitrogen_content_category_High']"
0.051,"['pest_pressure_Low', 'region_Southeast', 'nitrogen_content_category_High']"
0.1262,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.1912,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.054,"['pest_pressure_Low', 'soil_type_Clayey_Loam', 'nitrogen_content_category_High']"
0.0584,"['pest_pressure_Low', 'soil_type_Loam', 'nitrogen_content_category_High']"
0.0538,"['pest_pressure_Low', 'soil_type_Sandy', 'nitrogen_content_category_High']"
0.0518,"['pest_pressure_Low', 'soil_type_Sandy_Loam', 'nitrogen_content_category_High']"
0.0506,"['pest_pressure_Low', 'soil_type_Silt', 'nitrogen_content_category_High']"
0.0516,"['pest_pressure_Low', 'tillage_type_Conventional_Till', 'nitrogen_content_category_High']"
0.0522,"['pest_pressure_Low', 'tillage_type_Minimum_Till', 'nitrogen_content_category_High']"
0.0602,"['pest_pressure_Low', 'tillage_type_No_Till', 'nitrogen_content_category_High']"
0.06,"['pest_pressure_Low', 'tillage_type_Reduced_Till', 'nitrogen_content_category_High']"
0.0664,"['pest_pressure_Low', 'yield_category_High', 'nitrogen_content_category_High']"
0.0744,"['yield_category_Low', 'pest_pressure_Low', 'nitrogen_content_category_High']"
0.0862,"['pest_pressure_Low', 'yield_category_Medium', 'nitrogen_content_category_High']"
0.0908,"['pest_pressure_Low', 'yield_category_VeryHigh', 'nitrogen_content_category_High']"
0.1836,"['planting_season_Spring', 'pest_pressure_Medium', 'nitrogen_content_category_High']"
0.052,"['profit_category_VeryHigh', 'pest_pressure_Medium', 'nitrogen_content_category_High']"
0.0756,"['soil_ph_category_Alkaline', 'pest_pressure_Medium', 'nitrogen_content_category_High']"
0.108,"['pest_pressure_Medium', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0536,"['yield_category_VeryHigh', 'pest_pressure_Medium', 'nitrogen_content_category_High']"
0.1568,"['planting_season_Spring', 'profit_category_High', 'nitrogen_content_category_High']"
0.1548,"['planting_season_Spring', 'profit_category_Low', 'nitrogen_content_category_High']"
0.1544,"['planting_season_Spring', 'profit_category_Medium', 'nitrogen_content_category_High']"
0.1584,"['profit_category_VeryHigh', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0866,"['region_California_Central_Valley', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0902,"['planting_season_Spring', 'region_Great_Plains', 'nitrogen_content_category_High']"
0.0928,"['region_Midwest', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0842,"['region_Northeast', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0908,"['region_Pacific_Northwest', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0918,"['region_Southeast', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.088,"['planting_season_Spring', 'region_Southwest', 'nitrogen_content_category_High']"
0.2488,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.3752,"['planting_season_Spring', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0966,"['planting_season_Spring', 'soil_type_Clay', 'nitrogen_content_category_High']"
0.1082,"['planting_season_Spring', 'soil_type_Clayey_Loam', 'nitrogen_content_category_High']"
0.1132,"['planting_season_Spring', 'soil_type_Loam', 'nitrogen_content_category_High']"
0.105,"['planting_season_Spring', 'soil_type_Sandy', 'nitrogen_content_category_High']"
0.0978,"['soil_type_Sandy_Loam', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.1036,"['planting_season_Spring', 'soil_type_Silt', 'nitrogen_content_category_High']"
0.1022,"['planting_season_Spring', 'tillage_type_Conventional_Till', 'nitrogen_content_category_High']"
0.1004,"['tillage_type_Deep_Till', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.098,"['tillage_type_Minimum_Till', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.116,"['planting_season_Spring', 'tillage_type_No_Till', 'nitrogen_content_category_High']"
0.1092,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0986,"['planting_season_Spring', 'tillage_type_Strip_Till', 'nitrogen_content_category_High']"
0.1432,"['yield_category_High', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.1536,"['yield_category_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.1586,"['yield_category_Medium', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.169,"['yield_category_VeryHigh', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0618,"['soil_ph_category_Alkaline', 'profit_category_High', 'nitrogen_content_category_High']"
0.095,"['soil_ph_category_Neutral', 'profit_category_High', 'nitrogen_content_category_High']"
0.0744,"['yield_category_High', 'profit_category_High', 'nitrogen_content_category_High']"
0.06,"['soil_ph_category_Alkaline', 'profit_category_Low', 'nitrogen_content_category_High']"
0.0946,"['profit_category_Low', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.1142,"['yield_category_Low', 'profit_category_Low', 'nitrogen_content_category_High']"
0.0626,"['soil_ph_category_Alkaline', 'profit_category_Medium', 'nitrogen_content_category_High']"
0.0918,"['profit_category_Medium', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0834,"['yield_category_Medium', 'profit_category_Medium', 'nitrogen_content_category_High']"
0.0644,"['profit_category_VeryHigh', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.0938,"['profit_category_VeryHigh', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.1162,"['profit_category_VeryHigh', 'yield_category_VeryHigh', 'nitrogen_content_category_High']"
0.0566,"['soil_ph_category_Neutral', 'region_Great_Plains', 'nitrogen_content_category_High']"
0.0546,"['region_Midwest', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0532,"['region_Northeast', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0554,"['region_Pacific_Northwest', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0548,"['region_Southeast', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0534,"['region_Southwest', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0552,"['yield_category_High', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.0588,"['yield_category_Low', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.0684,"['yield_category_Medium', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.0664,"['yield_category_VeryHigh', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.06,"['soil_ph_category_Neutral', 'soil_type_Clay', 'nitrogen_content_category_High']"
0.0656,"['soil_ph_category_Neutral', 'soil_type_Clayey_Loam', 'nitrogen_content_category_High']"
0.0678,"['soil_type_Loam', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
